Facility Name,CMS Certification Number (CCN),Address,City,State,Zip Code,Network,VAT Catheter Measure Score Applied,National Average VAT Catheter Measure Score,VAT Fistula Achievement Period Numerator,VAT Fistula Achievement Period Denominator,VAT Fistula Measure Score Applied,National Average VAT Fistula Measure Score,National Average Vascular Access Combined Measure Score,Kt/V Comprehensive Achievement Period Numerator,Kt/V Comprehensive Achievement Period Denominator,Kt/V Comprehensive Improvement Period Denominator,Kt/V Comprehensive Measure Score Applied,National Average Kt/V Comprehensive Measure Score,Hypercalcemia Measure Score,Hypercalcemia Reason for No Score (See Footnotes File),Hypercalcemia Achievement Measure Rate,Hypercalcemia Achievement Period Numerator,Hypercalcemia Achievement Period Denominator,Hypercalcemia Measure Score Applied,National Average NHSN Influenza Measure Score,NHSN BSI Measure Score Applied,National Average NHSN BSI Measure Score,NHSN Dialysis Event Reporting Number of Months Reported,NHSN Combined Measure Score,National Average NHSN Combined Measure Score,ICH CAHPS Measure Score,ICH CAHPS Reason for No Score (See Footnotes File),ICH CAHPS Achievement Period Count of Completed Surveys,ICH CAHPS Improvement Period Count of Completed Surveys,ICH CAHPS Measure Score Applied,National Average ICH CAHPS Measure Score,ICH CAHPS Neph Comm and Caring Measure Score Applied,Serum Phosphorus Measure Score,National Average Serum Phosphorus Measure Score,National Average Anemia Management Measure Score,SRR Reason for No Score (See Footnotes File),SRR Achievement Period Numerator,SRR Achievement Period Denominator,SRR Improvement Period Numerator,SRR Measure Score Applied,National Average SRR Measure Score,Standardized Transfusion Ratio (STrR) Measure Score,STrR Achievement Measure Ratio,Number of Patient-Years at Risk in STrR Achievement Period,STrR Achievement Period Numerator,STrR Achievement Period Denominator,STrR Improvement Measure Ratio,STrR Measure Score Applied,National Average STrR Measure Score,SHR Achievement Period Numerator,SHR Achievement Period Denominator,SHR Measure Score Applied,National Average SHR Measure Score,Pain Assessment and Follow-up Measure Score,Ultrafiltration Measure Score,Ultrafiltration Reason for No Score (See Footnotes File),National Average Ultrafiltration Measure Score,Total-Performance-Score,PY2020 Payment Reduction Percentage,CMS Certification Date,"Ownership as of December 31, 2018",Date of Ownership Record Update
NXSTAGE KIDNEY CARE BOSTON SOUTH LLC,222585,500 PROVIDENCE HIGHWAY SUITE 1,NORWOOD,MA,2062,1,Improvement,5,,,N/A,5,5,60,88,118,Improvement,7,4,-,3.07%,5,144,Improvement,10,Achievement,6,5,0,7,No Score,10,N/A,N/A,N/A,5,N/A,9,9,10,-,3,2.178,7,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,17,17.514,Improvement,5,10,No Score,1,4,50,0.50%,4/23/2015,NOT A CHAIN,2/22/2017
"NXSTAGE BOSTON NORTH, LLC",222586,107 AUDUBON ROAD SUITE 1-60,WAKEFIELD,MA,1880,1,Achievement,5,78,105,Achievement,5,5,,,,N/A,7,10,-,0.00%,0,171,Achievement,10,Achievement,6,7,1,7,No Score,10,N/A,N/A,N/A,5,N/A,10,9,10,-,4,5.007,,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,15,17.067,Achievement,5,10,10,-,4,71,No Reduction,6/7/2015,NOT A CHAIN,1/2/2018
FRESENIUS MEDICAL CARE CHELMSFORD,222587,27 INDUSTRIAL AVE ,CHELMSFORD,MA,1824,1,Achievement,5,262,398,Achievement,5,5,582,607,465,Achievement,7,9,-,0.17%,1,606,Achievement,10,Achievement,6,12,5,7,No Score,5,20,20,N/A,5,N/A,9,9,10,-,20,18.463,8,Achievement,5,4,1.046,26.63655031,11,10.519,1.13,Achievement,5,80,66.082,Achievement,5,10,1,-,4,50,0.50%,2/1/2016,FRESENIUS MEDICAL CARE,2/1/2016
FRESENIUS MEDICAL CARE DANVERS,222588,75 NEWBURY STREET ,DANVERS,MA,1923,1,Achievement,5,265,329,Achievement,5,5,425,445,372,Achievement,7,0,-,2.85%,13,456,Achievement,10,Achievement,6,12,10,7,No Score,5,27,23,N/A,5,N/A,4,9,10,-,17,13.776,10,Achievement,5,3,1.16,17.82614648,9,6.738,1.177,Achievement,5,55,51.447,Achievement,5,10,0,-,4,57,0.50%,3/30/2016,FRESENIUS MEDICAL CARE,3/30/2016
US RENAL CARE WEYMOUTH DIALYSIS,222589,587 WASHINGTON STREET ,WEYMOUTH,MA,2188,1,Achievement,5,211,339,Achievement,5,5,547,559,376,Achievement,7,10,-,0.00%,0,571,Achievement,10,Achievement,6,12,9,7,No Score,5,29,20,N/A,5,N/A,5,9,10,-,23,23.939,17,Achievement,5,8,0.828,13.80971937,6,5.866,2.86,Improvement,5,68,68.736,Achievement,5,10,3,-,4,66,No Reduction,6/8/2016,NOT A CHAIN,6/8/2016
FREEDOM CENTER OF WORCESTER,222590,1 INNOVATION DRIVE SUITE 110,WORCESTER,MA,1605,1,N/A,5,,,N/A,5,5,373,392,297,Achievement,7,5,-,1.33%,6,452,Achievement,10,N/A,6,,,7,No Score,"6, 10",N/A,N/A,N/A,5,N/A,9,9,10,-,9,8.238,7,Achievement,5,9,0.48,17.19096509,3,6.008,4.041,Achievement,5,35,35.147,Achievement,5,10,No Score,1,4,61,No Reduction,7/7/2016,FRESENIUS MEDICAL CARE,12/7/2016
FRESENIUS MEDICAL CARE OF FAIRHAVEN,222591,216 HUTTLESON AVENUE ,FAIRHAVEN,MA,2719,1,Achievement,5,157,410,Achievement,5,5,501,526,321,Achievement,7,9,-,0.18%,1,542,Achievement,10,Achievement,6,12,8,7,No Score,5,26,N/A,N/A,5,N/A,10,9,10,-,18,17.75,15,Achievement,5,10,0.414,23.82477755,4,9.661,0.388,Achievement,5,71,70.189,Achievement,5,10,3,-,4,63,No Reduction,7/30/2016,FRESENIUS MEDICAL CARE,7/30/2016
DVA HEALTHCARE OF MASSACHUSETTS INC,222592,267 SHREWSBURY STREET ,WORCESTER,MA,1604,1,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,N/A,6,9,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,-,10,3.21,,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,"1, 9",4,16,2.00%,6/7/2018,DAVITA,6/8/2018
AUBURN HEALTH LLC,222593,771 SOUTH BRIDGE STREET SUITE 1,AUBURN,MA,1501,1,Achievement,5,32,60,Achievement,5,5,52,53,,Achievement,7,0,-,4.52%,4,51,Achievement,10,N/A,6,6,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,-,6,6.268,,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,2,4,,No Reduction,7/24/2018,NOT A CHAIN,7/24/2018
BIO-MEDICAL APPLICATIONS OF MASSACHUSETTS INC,222594,867 GRAFTON STREET ,WORCESTER,MA,1604,1,N/A,5,,,N/A,5,5,41,42,,Achievement,7,10,-,0.00%,0,41,Achievement,10,N/A,6,7,,7,No Score,7,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,2,4,,No Reduction,7/2/2018,FRESENIUS MEDICAL CARE,7/2/2018
UMASS MEMORIAL MEDICAL CENTER ESRD,223504,119 BELMONT STREET ,WORCESTER,MA,1605,1,N/A,5,,,N/A,5,5,,,,N/A,7,No Score,1,No Rate,,,N/A,10,Achievement,6,12,6,7,No Score,10,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,1,4,,No Reduction,3/3/2004,NOT A CHAIN,3/5/2004
NORTH ADAMS RENAL DIALYSIS SUITE OF BMC,223505,71 HOSPITAL AVENUE ,NORTH ADAMS,MA,1247,1,Improvement,5,233,335,Achievement,5,5,284,310,287,Improvement,7,10,-,0.00%,0,332,Achievement,10,Achievement,6,12,4,7,No Score,5,17,N/A,N/A,5,N/A,8,9,10,-,19,15.436,24,Achievement,5,4,1.038,13.27583847,7,4.828,No Ratio,Achievement,5,50,54.802,Achievement,5,10,6,-,4,44,1.00%,10/26/2016,NOT A CHAIN,10/26/2016
UNIV OF MI DIALYSIS - ADULT,232309,1500 E MEDICAL CTR DR D7605 UNIVERSITY HOSPITAL,ANN ARBOR,MI,48109,11,N/A,5,,,N/A,5,5,172,194,172,Achievement,7,No Score,1,No Rate,,,N/A,10,Improvement,6,12,7,7,No Score,10,N/A,N/A,N/A,5,N/A,No Score,9,10,-,12,10.946,10,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,33,20.325,Achievement,5,No Score,No Score,1,4,31,1.50%,9/8/2003,NOT A CHAIN,12/5/2011
NORTHERN MICHIGAN HOSPITAL,232315,DIALYSIS UNIT 416 CONNABLE ST,PETOSKEY,MI,49770,11,Achievement,5,461,689,Achievement,5,5,856,874,860,Achievement,7,5,-,1.09%,10,917,Achievement,10,Achievement,6,12,6,7,5,-,54,49,Achievement,5,Achievement,10,9,10,-,17,18.442,14,Achievement,5,4,1.008,47.32922656,18,17.858,0.327,Achievement,5,76,106.821,Achievement,5,10,8,-,4,65,No Reduction,9/1/1977,NORTHERN MICHIGAN HOSPITAL,7/16/1970
CHILDRENS HOSPITAL OF MICHIGAN DIALYSIS,232328,3950 BEAUBIEN BLVD PEDIATRIC SPECIALTY CENTER,DETROIT,MI,48201,11,N/A,5,,,N/A,5,5,194,203,259,Achievement,7,No Score,1,No Rate,,,N/A,10,Achievement,6,11,1,7,0,-,N/A,N/A,Achievement,5,Achievement,No Score,9,10,-,8,6.922,5,Achievement,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,25,21.514,Achievement,5,No Score,No Score,1,4,33,1.50%,9/1/1977,NOT A CHAIN,1/2/2011
DEVOS CHILDRENS HOSP - DIALYSIS UNIT,232345,"35 MICHIGAN ST NE, MC 83 SUITE 3121",GRAND RAPIDS,MI,49503,11,N/A,5,,,N/A,5,5,94,99,108,Achievement,7,No Score,1,No Rate,,,N/A,10,Achievement,6,12,8,7,No Score,10,N/A,N/A,N/A,5,N/A,No Score,9,10,13,,,,N/A,5,No Score,No Ratio,<10,,,No Ratio,N/A,5,,,N/A,5,No Score,No Score,1,4,65,No Reduction,8/9/2004,NOT A CHAIN,10/14/2011
PORTAGE HEALTH DIALYSIS CTR,232347,500 CAMPUS DRIVE ,HANCOCK,MI,49930,11,Achievement,5,147,210,Achievement,5,5,291,298,285,Achievement,7,1,-,2.22%,7,316,Achievement,10,Improvement,6,12,7,7,No Score,10,N/A,N/A,N/A,5,N/A,9,9,10,-,2,5.081,16,Achievement,5,8,1.098,14.69130732,8,4.734,3.907,Improvement,5,14,42.557,Achievement,5,10,9,-,4,75,No Reduction,1/10/2001,NOT A CHAIN,12/3/2013
OAKLAWN DIALYSIS CENTER,232348,310 E MICHIGAN AVE ,MARSHALL,MI,49068,11,Achievement,5,151,183,Achievement,5,5,281,287,339,Achievement,7,10,-,0.00%,0,283,Achievement,10,Achievement,6,12,10,7,No Score,5,<11,18,N/A,5,N/A,9,9,10,-,6,7.868,4,Achievement,5,9,0.534,13.00205339,3,4.837,1.142,Achievement,5,36,34.892,Achievement,5,10,4,-,4,86,No Reduction,7/27/2007,FRESENIUS MEDICAL CARE,5/4/2007
CHIPPEWA DIALYSIS SERVICES,232350,"509 OSBORN BLVD, STE 200 ",SAULT SAINTE MARIE,MI,49783,11,Achievement,5,268,372,Achievement,5,5,387,483,499,Achievement,7,4,-,1.79%,9,504,Improvement,10,Achievement,6,11,1,7,No Score,5,22,28,N/A,5,N/A,10,9,10,-,17,15.425,21,Achievement,5,8,0.543,22.74332649,5,9.209,1.098,Achievement,5,75,65.564,Achievement,5,10,1,-,4,36,1.50%,11/24/1997,NOT A CHAIN,1/4/2011
FMC DIALYSIS - LIVONIA,232501,32423 SCHOOLCRAFT RD ,LIVONIA,MI,48150,11,Achievement,5,288,414,Achievement,5,5,695,727,751,Achievement,7,6,-,0.81%,6,738,Achievement,10,Achievement,6,12,7,7,No Score,5,22,29,N/A,5,N/A,8,9,10,-,22,21.509,45,Improvement,5,1,1.402,27.05270363,15,10.697,1.259,Achievement,5,84,90.302,Achievement,5,10,0,-,4,57,0.50%,9/1/1977,FRESENIUS MEDICAL CARE,3/31/2006
WASHTENAW REGIONAL DIALYSIS CTR,232502,5205 MCAULEY DR ,YPSILANTI,MI,48197,11,Achievement,5,497,745,Achievement,5,5,978,1064,1098,Achievement,7,3,-,1.64%,18,1096,Achievement,10,Achievement,6,12,10,7,3,-,47,48,Achievement,5,Achievement,4,9,10,-,45,44.956,51,Achievement,5,6,0.78,54.55167693,17,21.797,0.673,Achievement,5,201,159.927,Achievement,5,10,0,-,4,45,1.00%,6/5/1978,FRESENIUS MEDICAL CARE,3/26/2006
FMC DIALYSIS - EAST DETROIT,232503,"22151 MOROSS RD PB1, SUITE G-05",DETROIT,MI,48236,11,Achievement,5,182,373,Achievement,5,5,613,630,657,Achievement,7,8,-,0.32%,2,634,Achievement,10,Achievement,6,12,9,7,No Score,5,28,39,N/A,5,N/A,10,9,10,-,38,31.448,25,Achievement,5,8,0.599,23.95893224,5,8.341,0.317,Achievement,5,129,84.999,Achievement,5,10,1,-,4,55,0.50%,4/16/1979,FRESENIUS MEDICAL CARE,2/16/2012
GREENFIELD HS - DETROIT WEST PAVILION,232505,2799 W GRAND BLVD ,DETROIT,MI,48202,11,Achievement,5,814,1780,Achievement,5,5,3055,3169,3277,Achievement,7,7,-,0.78%,25,3220,Achievement,10,Achievement,6,12,8,7,3,-,122,170,Achievement,5,Achievement,10,9,10,-,152,112.633,110,Achievement,5,0,1.549,151.4798084,88,56.816,0.984,Achievement,5,456,329.205,Achievement,5,10,0,-,4,36,1.50%,9/1/1977,GREENFIELD HEALTH SYSTEMS,3/25/2009
GREENFIELD HS - TROY,232506,"2050 LIVERNOIS, SUITE A ",TROY,MI,48083,11,Improvement,5,236,454,Improvement,5,5,641,672,692,Achievement,7,9,-,0.13%,1,742,Achievement,10,Achievement,6,12,8,7,No Score,5,25,37,N/A,5,N/A,10,9,10,-,40,30.114,35,Achievement,5,3,1.173,34.85831622,16,13.64,0.993,Achievement,5,117,100.002,Achievement,5,10,7,-,4,46,1.00%,9/1/1977,GREENFIELD HEALTH SYSTEMS,4/23/2006
GREENFIELD HS - DEARBORN,232507,19001 HUBBARD DR ,DEARBORN,MI,48126,11,Achievement,5,738,1312,Achievement,5,5,2318,2445,2671,Achievement,7,8,-,0.40%,10,2494,Achievement,10,Achievement,6,12,8,7,5,-,111,147,Achievement,5,Achievement,10,9,10,-,58,68.229,101,Achievement,5,5,0.974,103.1594798,36,36.966,0.99,Achievement,5,284,256.956,Achievement,5,10,3,-,4,54,0.50%,9/1/1977,GREENFIELD HEALTH SYSTEMS,9/1/1977
FMC - COLDWATER,232508,360 E CHICAGO ST STE 112 ,COLDWATER,MI,49036,11,Achievement,5,301,389,Achievement,5,5,502,510,466,Achievement,7,9,-,0.19%,1,538,Achievement,10,Achievement,6,12,9,7,No Score,5,22,23,N/A,5,N/A,10,9,10,-,7,11.982,16,Achievement,5,10,0.186,28.48186174,2,10.734,0.791,Achievement,5,54,66.324,Achievement,5,10,4,-,4,90,No Reduction,9/1/1977,FRESENIUS MEDICAL CARE,3/24/2006
FMC DIALYSIS - PORT HURON,232509,2607 ELECTRIC AVE ,PORT HURON,MI,48060,11,Achievement,5,362,783,Achievement,5,5,1225,1243,1269,Achievement,7,10,-,0.00%,0,1290,Achievement,10,Achievement,6,12,8,7,5,-,47,48,Achievement,5,Improvement,10,9,10,-,70,55.739,73,Achievement,5,4,1.099,58.770705,25,22.757,0.973,Achievement,5,220,187.494,Achievement,5,10,4,-,4,53,0.50%,11/26/1985,FRESENIUS MEDICAL CARE,3/24/2006
GREENFIELD HS - TAYLOR,232510,24565 HAIG ROAD ,TAYLOR,MI,48180,11,Achievement,5,511,890,Achievement,5,5,1665,1736,1646,Achievement,7,9,-,0.11%,2,1844,Achievement,10,Achievement,6,12,9,7,7,-,78,58,Achievement,5,Achievement,10,9,10,-,94,74.486,68,Achievement,5,2,1.328,73.45379877,37,27.861,1.498,Achievement,5,280,196.454,Achievement,5,10,5,-,4,49,0.50%,9/1/1977,GREENFIELD HEALTH SYSTEMS,3/25/2006
DAVITA - NORTH OAKLAND DIALYSIS,232511,450 N TELEGRAPH RD STE 600 ,PONTIAC,MI,48341,11,Achievement,5,460,717,Achievement,5,5,1238,1276,1357,Achievement,7,7,-,0.79%,10,1273,Achievement,10,Achievement,6,12,8,7,3,-,54,48,Achievement,5,Achievement,10,9,10,-,54,49.281,57,Achievement,5,5,0.929,67.27720739,24,25.84,0.998,Achievement,5,197,170.059,Achievement,5,10,5,-,4,56,0.50%,10/14/1988,DAVITA,6/1/2015
CORNERSTONE DIALYSIS OF DAVITA,232512,23857 GREENFIELD RD ,SOUTHFIELD,MI,48075,11,Achievement,5,765,1238,Achievement,5,5,1873,1934,1837,Achievement,7,8,-,0.46%,10,2182,Achievement,10,Achievement,6,12,7,7,4,-,67,71,Achievement,5,Achievement,10,9,10,-,73,56.72,63,Achievement,5,4,1.099,96.92813142,37,33.677,1.359,Achievement,5,255,236.636,Achievement,5,10,5,-,4,50,0.50%,12/21/1988,DAVITA,6/1/2015
FMC DIALYSIS - WARREN,232513,30300 HOOVER RD STE 100 ,WARREN,MI,48093,11,Achievement,5,352,564,Achievement,5,5,825,839,822,Achievement,7,6,-,0.90%,8,890,Achievement,10,Achievement,6,12,6,7,6,-,45,35,Achievement,5,Achievement,10,9,10,-,28,28.229,34,Achievement,5,5,0.902,38.28884326,13,14.411,1.197,Achievement,5,105,105.187,Achievement,5,10,3,-,4,59,No Reduction,9/29/1989,FRESENIUS MEDICAL CARE,8/5/2005
FMC DIALYSIS - ADRIAN,232514,715 LAKESHIRE TRL ,ADRIAN,MI,49221,11,Achievement,5,566,860,Achievement,5,5,1013,1050,1041,Achievement,7,10,-,0.00%,0,1049,Achievement,10,Achievement,6,12,7,7,2,-,38,41,Achievement,5,Improvement,9,9,10,-,37,29.338,34,Achievement,5,7,0.686,40.63518138,12,17.494,1.491,Achievement,5,136,159.301,Achievement,5,10,2,-,4,52,0.50%,2/7/1990,FRESENIUS MEDICAL CARE,8/16/2005
GREENFIELD HS - LIVONIA,232515,14555 LEVAN RD ,LIVONIA,MI,48154,11,Achievement,5,336,575,Achievement,5,5,922,940,898,Achievement,7,8,-,0.50%,5,1002,Achievement,10,Achievement,6,12,9,7,10,-,40,60,Achievement,5,Achievement,10,9,10,-,33,29.898,48,Improvement,5,1,1.426,40.61601643,23,16.124,0.95,Achievement,5,138,136.386,Improvement,5,10,9,-,4,71,No Reduction,9/1/1977,GREENFIELD HEALTH SYSTEMS,9/1/1977
GREENFIELD HS - PONTIAC,232516,44200 WOODWARD AVE STE 109 ,PONTIAC,MI,48341,11,Achievement,5,463,858,Achievement,5,5,1052,1110,1203,Achievement,7,9,-,0.25%,3,1214,Achievement,10,Achievement,6,12,9,7,8,-,62,78,Achievement,5,Achievement,10,9,10,-,54,52,50,Achievement,5,0,1.694,61.80424367,38,22.427,1.021,Achievement,5,187,163.143,Achievement,5,10,5,-,4,55,0.50%,5/23/1990,GREENFIELD HEALTH SYSTEMS,7/1/2014
FMC - BOTSFORD PARK,232518,28425 W 8 MILE RD ,LIVONIA,MI,48152,11,Achievement,5,355,792,Achievement,5,5,1303,1342,1379,Achievement,7,6,-,0.91%,13,1421,Achievement,10,Achievement,6,12,8,7,4,-,38,55,Achievement,5,Achievement,9,9,10,-,59,49.546,39,Achievement,5,4,1.075,59.21971253,23,21.386,0.533,Achievement,5,188,159.659,Achievement,5,10,0,-,4,51,0.50%,9/27/1991,FRESENIUS MEDICAL CARE,4/3/2010
BAY AREA REGL DIALYSIS CTR - SAGINAW,232519,4800 MCLEOD DR E ,SAGINAW,MI,48604,11,Achievement,5,332,657,Achievement,5,5,1182,1206,1196,Achievement,7,5,-,1.10%,14,1273,Achievement,10,Achievement,6,12,8,7,6,-,40,42,Achievement,5,Achievement,10,9,10,-,35,35.05,44,Achievement,5,2,1.278,60.28473648,27,21.127,0.698,Achievement,5,163,134.872,Achievement,5,10,7,-,4,59,No Reduction,10/30/1991,FRESENIUS MEDICAL CARE,1/2/1980
DAVITA - DEARBORN,232520,1185 MONROE ST ,DEARBORN,MI,48124,11,Achievement,5,329,516,Achievement,5,5,788,835,805,Achievement,7,4,-,1.44%,12,832,Achievement,10,Achievement,6,12,4,7,4,-,32,36,Achievement,5,Achievement,10,9,10,-,38,38.002,40,Achievement,5,4,1.089,37.68651608,16,14.691,1.282,Achievement,5,134,103.258,Achievement,5,10,5,-,4,45,1.00%,12/13/1991,DAVITA,11/1/2005
FMC DIALYSIS - FLINT,232521,2222 S LINDEN RD STE S ,FLINT,MI,48532,11,Achievement,5,224,386,Achievement,5,5,611,641,598,Achievement,7,8,-,0.45%,3,671,Achievement,10,Achievement,6,12,6,7,No Score,5,20,20,N/A,5,N/A,10,9,10,-,54,38.058,42,Achievement,5,10,0.177,29.0349076,2,11.276,0.869,Achievement,5,125,125.728,Improvement,5,10,0,-,4,53,0.50%,12/13/1991,FRESENIUS MEDICAL CARE,3/24/2006
FMC DIALYSIS - OWOSSO,232522,918 CORUNNA AVE ,OWOSSO,MI,48867,11,Achievement,5,300,470,Achievement,5,5,838,864,842,Achievement,7,0,-,2.49%,22,882,Achievement,10,Achievement,6,12,10,7,No Score,5,21,29,N/A,5,N/A,7,9,10,-,31,28.407,18,Achievement,5,9,0.487,40.29568789,7,14.381,0.543,Achievement,5,122,106.888,Achievement,5,10,1,-,4,58,0.50%,2/14/1992,FRESENIUS MEDICAL CARE,3/29/2006
FMC DIALYSIS - ROMEO PLANK,232523,46591 ROMEO PLANK RD STE 101 ,MACOMB,MI,48044,11,Achievement,5,146,328,Achievement,5,5,480,500,541,Achievement,7,10,-,0.00%,0,529,Achievement,10,Achievement,6,12,9,7,No Score,5,29,36,N/A,5,N/A,10,9,10,-,11,16.125,20,Achievement,5,6,0.867,19.54004107,7,7.569,0.701,Achievement,5,62,69.121,Achievement,5,10,3,-,4,65,No Reduction,3/18/1992,FRESENIUS MEDICAL CARE,8/6/2005
FMC DIALYSIS - MADISON HEIGHTS,232525,25780 COMMERCE DR ,MADISON HEIGHTS,MI,48071,11,Achievement,5,182,389,Achievement,5,5,764,801,857,Achievement,7,5,-,1.23%,10,811,Achievement,10,Achievement,6,12,10,7,No Score,5,17,30,N/A,5,N/A,9,9,10,-,75,48.596,46,Achievement,5,0,2.146,35.10746064,27,12.582,1.429,Achievement,5,173,118.451,Achievement,5,10,1,-,4,42,1.00%,4/8/1992,FRESENIUS MEDICAL CARE,4/1/2006
FMC DIALYSIS - NORTHWEST DETROIT,232526,18944 GRAND RIVER AVE ,DETROIT,MI,48223,11,Achievement,5,269,668,Achievement,5,5,961,994,971,Achievement,7,8,-,0.40%,4,1004,Achievement,10,Achievement,6,12,9,7,6,-,34,44,Achievement,5,Achievement,10,9,10,-,24,26.058,47,Achievement,5,10,0.116,47.97262149,2,17.227,0.194,Achievement,5,106,126.261,Achievement,5,10,0,-,4,66,No Reduction,7/17/1992,FRESENIUS MEDICAL CARE,3/31/2006
MUNSON DIALYSIS CENTER,232528,4062 W ROYAL DR ,TRAVERSE CITY,MI,49684,11,Achievement,5,552,705,Achievement,5,5,1065,1110,1149,Achievement,7,8,-,0.44%,5,1140,Achievement,10,Achievement,6,12,4,7,9,-,42,48,Achievement,5,Achievement,10,9,10,-,32,32.983,29,Achievement,5,2,1.227,55.95071869,25,20.383,0.747,Achievement,5,152,139.371,Achievement,5,9,0,-,4,62,No Reduction,1/1/1993,NOT A CHAIN,4/6/2006
NEW CENTER DIALYSIS OF DAVITA,232529,7700 2ND AVE STE 130 ,DETROIT,MI,48202,11,Achievement,5,256,575,Achievement,5,5,755,791,839,Achievement,7,5,-,1.11%,9,812,Achievement,10,Achievement,6,12,4,7,5,-,36,49,Achievement,5,Achievement,10,9,10,-,55,48.698,72,Achievement,5,5,0.972,40.94729637,16,16.466,1.331,Achievement,5,183,133.94,Achievement,5,10,4,-,4,43,1.00%,5/13/1993,DAVITA,6/1/2015
FMC DIALYSIS - UNIVERSITY,232530,18430 LIVERNOIS AVE ,DETROIT,MI,48221,11,Achievement,5,371,790,Achievement,5,5,1190,1198,1263,Achievement,7,9,-,0.25%,3,1223,Achievement,10,Achievement,6,12,9,7,2,-,49,69,Achievement,5,Achievement,10,9,10,-,49,42.764,54,Achievement,5,8,0.64,50.6146475,12,18.749,1.248,Achievement,5,193,152.497,Achievement,5,10,4,-,4,53,0.50%,9/1/1977,FRESENIUS MEDICAL CARE,3/31/2006
DAVITA - BAY CITY DIALYSIS,232531,3170 PROFESSIONAL CT ,BAY CITY,MI,48706,11,Achievement,5,450,673,Achievement,5,5,823,832,831,Achievement,7,7,-,0.60%,5,832,Achievement,10,Achievement,6,12,7,7,8,-,45,52,Achievement,5,Achievement,10,9,10,-,26,34.792,33,Achievement,5,10,0.412,40.91718001,8,19.407,1.553,Achievement,5,119,168.389,Achievement,5,10,8,-,4,80,No Reduction,10/13/1993,DAVITA,1/1/2014
BAY AREA REG DIALYSIS - ESSEXVILLE,232532,1536 W CENTER RD ,ESSEXVILLE,MI,48732,11,Achievement,5,208,413,Achievement,5,5,684,709,652,Achievement,7,8,-,0.40%,3,755,Achievement,10,Achievement,6,12,10,7,No Score,5,24,18,N/A,5,N/A,10,9,10,-,40,35.172,12,Achievement,5,9,0.541,32.0109514,7,12.93,0.686,Achievement,5,118,94.906,Achievement,5,10,3,-,4,58,0.50%,10/27/1993,FRESENIUS MEDICAL CARE,10/28/1993
GREAT LAKES DIALYSIS - MONROE,232533,992 S MONROE ST ,MONROE,MI,48161,11,Achievement,5,426,737,Achievement,5,5,891,910,840,Achievement,7,7,-,0.62%,6,974,Achievement,10,Achievement,6,12,6,7,No Score,5,27,42,N/A,5,N/A,10,9,10,-,42,34.176,27,Achievement,5,2,1.319,46.30253251,25,18.958,1.098,Achievement,5,131,150.367,Achievement,5,10,9,-,4,49,0.50%,1/21/1994,FRESENIUS MEDICAL CARE,2/9/2016
DAVITA - WEST BRANCH DIALYSIS,232534,599 COURT ST ,WEST BRANCH,MI,48661,11,Achievement,5,181,383,Achievement,5,5,461,471,482,Achievement,7,10,-,0.00%,0,490,Achievement,10,Achievement,6,12,8,7,No Score,5,22,20,N/A,5,N/A,10,9,10,-,27,28.147,22,Achievement,5,5,0.911,25.13347023,9,9.881,0.401,Achievement,5,88,86.556,Achievement,5,10,8,-,4,59,No Reduction,1/6/1994,DAVITA,2/2/2012
DAVITA - SOUTHGATE,232535,14752 NORTHLINE RD ,SOUTHGATE,MI,48195,11,Achievement,5,516,932,Achievement,5,5,1286,1394,1375,Achievement,7,8,-,0.29%,4,1384,Achievement,10,Achievement,6,12,8,7,4,-,59,69,Achievement,5,Achievement,7,9,10,-,57,49.365,78,Achievement,5,0,1.675,64.3504449,41,24.48,1.552,Achievement,5,213,174.957,Improvement,5,10,0,-,4,39,1.00%,2/4/1994,DAVITA,11/28/2005
DAVITA - MOTOR CITY DIALYSIS,232539,4727 SAINT ANTOINE ST SUITE 101,DETROIT,MI,48201,11,N/A,5,,,N/A,5,5,419,430,456,Achievement,7,7,-,0.69%,3,434,Achievement,10,N/A,6,,,7,No Score,"6, 10",N/A,N/A,N/A,5,N/A,5,9,10,-,13,12.422,12,Achievement,5,8,0.546,15.77275838,3,4.999,1.117,Achievement,5,49,41.249,Achievement,5,10,No Score,1,4,61,No Reduction,9/13/1994,DAVITA,6/30/2009
